/home/wangyida/Documents/database/Imagenet/6_4429.jpg,/home/wangyida/Documents/database/Imagenet/6_4429.jpg,6
/home/wangyida/Documents/database/Imagenet/4_75.jpg,/home/wangyida/Documents/database/Imagenet/4_75.jpg,4
/home/wangyida/Documents/database/Imagenet/9_871.jpg,/home/wangyida/Documents/database/Imagenet/9_871.jpg,9
/home/wangyida/Documents/database/Imagenet/2_1255.jpg,/home/wangyida/Documents/database/Imagenet/2_1255.jpg,2
/home/wangyida/Documents/database/Imagenet/3_1640.jpg,/home/wangyida/Documents/database/Imagenet/3_1640.jpg,3
/home/wangyida/Documents/database/Imagenet/6_2589.jpg,/home/wangyida/Documents/database/Imagenet/6_2589.jpg,6
/home/wangyida/Documents/database/Imagenet/4_1233.jpg,/home/wangyida/Documents/database/Imagenet/4_1233.jpg,4
/home/wangyida/Documents/database/Imagenet/7_981.jpg,/home/wangyida/Documents/database/Imagenet/7_981.jpg,7
/home/wangyida/Documents/database/Imagenet/4_309.jpg,/home/wangyida/Documents/database/Imagenet/4_309.jpg,4
/home/wangyida/Documents/database/Imagenet/1_1337.jpg,/home/wangyida/Documents/database/Imagenet/1_1337.jpg,1
/home/wangyida/Documents/database/Imagenet/4_1471.jpg,/home/wangyida/Documents/database/Imagenet/4_1471.jpg,4
/home/wangyida/Documents/database/Imagenet/6_3383.jpg,/home/wangyida/Documents/database/Imagenet/6_3383.jpg,6
/home/wangyida/Documents/database/Imagenet/8_1321.jpg,/home/wangyida/Documents/database/Imagenet/8_1321.jpg,8
/home/wangyida/Documents/database/Imagenet/6_2883.jpg,/home/wangyida/Documents/database/Imagenet/6_2883.jpg,6
/home/wangyida/Documents/database/Imagenet/9_108.jpg,/home/wangyida/Documents/database/Imagenet/9_108.jpg,9
/home/wangyida/Documents/database/Imagenet/6_2173.jpg,/home/wangyida/Documents/database/Imagenet/6_2173.jpg,6
/home/wangyida/Documents/database/Imagenet/12_740.jpg,/home/wangyida/Documents/database/Imagenet/12_740.jpg,12
/home/wangyida/Documents/database/Imagenet/8_2132.jpg,/home/wangyida/Documents/database/Imagenet/8_2132.jpg,8
/home/wangyida/Documents/database/Imagenet/1_1929.jpg,/home/wangyida/Documents/database/Imagenet/1_1929.jpg,1
/home/wangyida/Documents/database/Imagenet/9_1206.jpg,/home/wangyida/Documents/database/Imagenet/9_1206.jpg,9
